"","Id","MSSubClass","MSZoning","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"892",892,60,"RL",11184,"Reg","Inside","Sawyer","Norm","1Fam","2Story",6,5,1978,1978,"Hip","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","TA","No","LwQ",226,192,918,"Gd","Y","SBrkr",918,765,1683,0,0,2,1,3,"TA",7,1,"Attchd","RFn",2,440,"Y",243,0,7,2009,"WD","Normal",172500
"893",893,20,"RL",8414,"Reg","Inside","Sawyer","Norm","1Fam","1Story",6,8,1963,2003,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","GLQ",663,396,1059,"TA","Y","SBrkr",1068,0,1068,0,1,1,0,3,"TA",6,0,"Attchd","RFn",1,264,"Y",192,0,2,2006,"WD","Normal",154500
"894",894,20,"RL",13284,"Reg","Inside","Sawyer","PosN","1Fam","1Story",5,5,1954,1954,"Gable","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Gd","Mn","BLQ",1064,319,1383,"TA","Y","SBrkr",1383,0,1383,1,0,1,0,3,"TA",6,1,"Attchd","Unf",1,354,"Y",511,116,6,2008,"WD","Normal",165000
"895",895,90,"RL",7018,"Reg","Inside","SawyerW","Norm","Duplex","1Story",5,5,1979,1979,"Gable","Plywood","Plywood","None",0,"TA","TA","Slab","TA","No","Unf",0,0,0,"TA","Y","SBrkr",1535,0,1535,0,0,2,0,4,"TA",8,0,"Attchd","Unf",2,400,"Y",0,0,6,2009,"WD","Alloca",118858
"896",896,60,"RL",7056,"Reg","Inside","NAmes","Norm","1Fam","2Story",6,5,1963,1963,"Hip","HdBoard","HdBoard","BrkFace",415,"TA","TA","CBlock","TA","No","BLQ",400,380,780,"TA","Y","SBrkr",983,813,1796,1,0,1,1,4,"TA",8,1,"Attchd","RFn",2,483,"Y",0,50,10,2008,"WD","Normal",140000
"897",897,30,"RM",8765,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",4,6,1936,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","ALQ",285,666,951,"Ex","N","SBrkr",951,0,951,0,0,1,0,2,"TA",6,0,"Detchd","Unf",1,327,"Y",0,28,4,2006,"WD","Abnorml",106500
"898",898,90,"RL",7018,"Reg","Inside","SawyerW","Feedr","Duplex","2Story",5,5,1979,1979,"Gable","Plywood","Plywood","None",0,"TA","TA","Slab","TA","No","Unf",0,0,0,"TA","Y","SBrkr",1120,1120,2240,0,0,2,0,6,"TA",12,0,"Detchd","Unf",2,528,"Y",154,0,6,2009,"WD","Alloca",142953
"899",899,20,"RL",12919,"IR1","Inside","NridgHt","Norm","1Fam","1Story",9,5,2009,2010,"Hip","VinylSd","VinylSd","Stone",760,"Ex","TA","PConc","Ex","Gd","GLQ",2188,142,2330,"Ex","Y","SBrkr",2364,0,2364,1,0,2,1,2,"Ex",11,2,"Attchd","Fin",3,820,"Y",0,67,3,2010,"New","Partial",611657
"900",900,20,"RL",6993,"Reg","Inside","Sawyer","Feedr","1Fam","1Story",5,7,1961,1994,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","No","BLQ",465,447,912,"TA","Y","SBrkr",1236,0,1236,0,0,1,0,3,"TA",6,1,"Attchd","Unf",1,288,"Y",0,0,6,2006,"WD","Normal",135000
"901",901,20,"RL",7340,"IR1","Inside","NAmes","Norm","1Fam","1Story",4,6,1971,1971,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","ALQ",322,536,858,"TA","Y","SBrkr",858,0,858,0,0,1,0,2,"TA",4,0,"Detchd","Unf",1,684,"Y",0,0,6,2007,"WD","Normal",110000
"902",902,20,"RL",8712,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,7,1957,2000,"Hip","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","Mn","BLQ",860,132,992,"TA","Y","SBrkr",1306,0,1306,1,0,1,0,2,"TA",5,0,"Detchd","Unf",1,756,"Y",0,0,5,2009,"WD","Normal",153000
"903",903,60,"RL",7875,"Reg","Inside","Gilbert","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,783,783,"Ex","Y","SBrkr",807,702,1509,0,0,2,1,3,"Gd",8,1,"Attchd","Fin",2,393,"Y",0,75,7,2006,"WD","Normal",180000
"904",904,20,"RL",14859,"IR1","CulDSac","Gilbert","Norm","1Fam","1Story",7,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",27,"Gd","TA","PConc","Gd","No","Unf",0,1670,1670,"Ex","Y","SBrkr",1670,0,1670,0,0,2,0,3,"Gd",7,1,"Attchd","RFn",3,690,"Y",144,60,8,2006,"New","Partial",240000
"905",905,20,"RL",6173,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,6,1967,1967,"Gable","HdBoard","Wd Sdng","BrkFace",75,"TA","TA","CBlock","TA","No","GLQ",599,277,876,"TA","Y","SBrkr",902,0,902,0,0,1,0,3,"TA",6,0,"Attchd","Unf",1,288,"Y",0,0,8,2007,"WD","Normal",125500
"906",906,20,"RL",9920,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1954,1954,"Gable","HdBoard","HdBoard","Stone",110,"TA","TA","CBlock","TA","No","Rec",354,412,1056,"TA","Y","SBrkr",1063,0,1063,1,0,1,0,3,"TA",6,0,"Attchd","RFn",1,280,"Y",0,0,2,2010,"WD","Normal",128000
"907",907,20,"RL",13501,"IR1","Corner","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",208,"Gd","TA","PConc","Gd","No","GLQ",63,1560,1623,"Ex","Y","SBrkr",1636,0,1636,1,0,2,0,3,"Gd",8,1,"Attchd","RFn",3,865,"Y",0,60,6,2007,"WD","Normal",255000
"908",908,50,"RL",11500,"IR1","Inside","Crawfor","Norm","1Fam","1.5Fin",7,7,1936,1987,"Gable","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","No","Rec",223,794,1017,"Gd","Y","SBrkr",1020,1037,2057,0,0,1,1,3,"Gd",6,1,"Attchd","Fin",1,180,"Y",0,0,6,2006,"WD","Normal",250000
"909",909,20,"RL",8885,"IR1","Inside","Mitchel","Norm","1Fam","1Story",5,5,1983,1983,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Av","BLQ",301,239,864,"TA","Y","SBrkr",902,0,902,1,0,1,0,2,"TA",5,0,"Attchd","Unf",2,484,"Y",164,0,6,2006,"WD","Normal",131000
"910",910,60,"RL",12589,"IR2","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,742,742,"Ex","Y","SBrkr",742,742,1484,0,0,2,1,3,"Gd",8,1,"Attchd","Fin",2,390,"Y",36,24,6,2009,"WD","Normal",174000
"911",911,90,"RL",11600,"Reg","Corner","NAmes","Feedr","Duplex","2Story",5,5,1960,1960,"Gable","MetalSd","MetalSd","BrkFace",361,"TA","TA","CBlock","TA","No","Rec",443,662,1105,"TA","Y","FuseA",1105,1169,2274,0,0,2,0,5,"TA",12,0,"Detchd","Unf",2,480,"Y",0,0,1,2010,"WD","Normal",154300
"912",912,20,"RL",9286,"IR1","CulDSac","CollgCr","Norm","1Fam","1Story",5,7,1977,1989,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Av","ALQ",196,1072,1268,"TA","Y","SBrkr",1268,0,1268,0,0,1,1,3,"Gd",5,0,"Detchd","Unf",1,252,"Y",173,0,10,2009,"WD","Normal",143500
"913",913,30,"RM",6120,"Reg","Inside","BrkSide","Norm","1Fam","1Story",5,7,1925,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","Rec",489,279,768,"TA","N","SBrkr",1015,0,1015,0,0,1,0,3,"TA",6,0,"Detchd","Unf",1,450,"Y",0,0,7,2006,"WD","Abnorml",88000
"914",914,90,"RH",6270,"Reg","Inside","Crawfor","Norm","Duplex","2Story",5,6,1949,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",284,717,1001,"TA","N","FuseA",1001,1001,2002,0,0,2,0,4,"TA",8,0,"2Types","Unf",3,871,"Y",0,0,8,2007,"WD","Normal",145000
"915",915,160,"FV",3000,"Reg","Inside","Somerst","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","Av","GLQ",294,318,612,"Ex","Y","SBrkr",612,612,1224,0,0,2,1,2,"Gd",4,0,"Detchd","RFn",2,528,"Y",0,234,6,2009,"New","Partial",173733
"916",916,160,"RM",2001,"Reg","Inside","MeadowV","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CemntBd","CmentBd","BrkFace",80,"TA","TA","CBlock","TA","No","Unf",0,546,546,"Fa","Y","SBrkr",546,546,1092,0,0,1,1,3,"TA",6,0,"Attchd","Unf",1,286,"Y",0,0,1,2007,"WD","Normal",75000
"917",917,20,"C (all)",9000,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",2,3,1949,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","Av","BLQ",50,430,480,"TA","N","FuseA",480,0,480,1,0,0,0,1,"TA",4,0,"Detchd","Unf",1,308,"Y",0,0,10,2006,"WD","Abnorml",35311
"918",918,20,"RL",17140,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1956,1956,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","ALQ",1059,75,1134,"Ex","Y","FuseA",1229,0,1229,0,0,1,0,3,"TA",6,0,"Attchd","RFn",1,284,"Y",0,0,4,2009,"WD","Normal",135000
"919",919,60,"RL",13125,"IR1","Corner","SawyerW","Norm","1Fam","2Story",7,5,1991,1991,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Ex","Mn","BLQ",48,422,1104,"Ex","Y","SBrkr",912,1215,2127,1,0,2,1,4,"Gd",8,1,"Attchd","RFn",3,833,"Y",72,192,11,2007,"WD","Normal",238000
"920",920,20,"RL",11029,"IR1","Corner","NAmes","Norm","1Fam","1Story",6,8,1958,2002,"Hip","MetalSd","MetalSd","None",0,"Ex","TA","CBlock","Gd","No","ALQ",528,245,1184,"Ex","Y","SBrkr",1414,0,1414,1,0,1,0,3,"TA",6,1,"Attchd","Unf",2,601,"Y",0,51,5,2008,"WD","Normal",176500
"921",921,60,"RL",8462,"IR1","Inside","SawyerW","Norm","1Fam","2Story",6,5,1994,1994,"Gable","HdBoard","HdBoard","BrkFace",105,"Gd","Gd","PConc","Gd","No","GLQ",814,114,928,"Ex","Y","SBrkr",936,785,1721,0,1,2,1,3,"Gd",7,0,"Attchd","RFn",2,471,"Y",300,87,7,2007,"WD","Normal",201000
"922",922,90,"RL",8777,"Reg","Inside","Edwards","Feedr","Duplex","1.5Fin",5,7,1900,2003,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","ALQ",1084,188,1272,"Gd","Y","SBrkr",1272,928,2200,2,0,2,2,4,"TA",9,0,"Attchd","Unf",0,0,"N",0,70,9,2008,"WD","Normal",145900
"923",923,20,"RL",10237,"Reg","Inside","Gilbert","RRAn","1Fam","1Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",28,1288,1316,"Ex","Y","SBrkr",1316,0,1316,0,0,2,0,3,"Gd",6,1,"Attchd","Fin",2,397,"Y",100,0,10,2006,"New","Partial",169990
"924",924,120,"RL",8012,"Reg","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1993,1994,"Gable","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","No","LwQ",165,598,1604,"Ex","Y","SBrkr",1617,0,1617,1,0,2,0,2,"Gd",5,1,"Attchd","RFn",2,533,"Y",0,69,7,2008,"WD","Normal",193000
"925",925,20,"RL",10240,"Reg","Inside","NWAmes","Norm","1Fam","1Story",6,6,1980,1980,"Gable","Plywood","Plywood","BrkFace",157,"TA","Gd","CBlock","Gd","No","BLQ",625,0,1686,"TA","Y","SBrkr",1686,0,1686,1,0,2,0,3,"TA",7,1,"Attchd","Unf",2,612,"Y",384,131,5,2006,"WD","Normal",207500
"926",926,20,"RL",15611,"IR1","Corner","NWAmes","Norm","1Fam","1Story",5,6,1977,1977,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Av","ALQ",767,266,1126,"TA","Y","SBrkr",1126,0,1126,0,1,2,0,3,"Ex",6,0,"Attchd","RFn",2,540,"Y",180,0,3,2008,"WD","Abnorml",175000
"927",927,60,"RL",11999,"Reg","Inside","NridgHt","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",340,"Gd","TA","PConc","Gd","No","Unf",0,1181,1181,"Ex","Y","SBrkr",1234,1140,2374,0,0,2,1,4,"Ex",10,1,"BuiltIn","Fin",3,656,"Y",104,100,5,2007,"WD","Normal",285000
"928",928,60,"RL",9900,"Reg","Inside","NWAmes","Feedr","1Fam","2Story",7,5,1968,1968,"Gable","MetalSd","MetalSd","BrkFace",342,"TA","TA","CBlock","TA","No","BLQ",552,280,832,"Gd","Y","SBrkr",1098,880,1978,0,0,2,1,4,"TA",9,1,"Attchd","RFn",2,486,"Y",0,43,4,2008,"WD","Normal",176000
"929",929,20,"RL",11838,"Reg","Inside","CollgCr","Norm","1Fam","1Story",8,5,2001,2001,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,1753,1753,"Ex","Y","SBrkr",1788,0,1788,0,0,2,0,3,"Ex",7,1,"Attchd","RFn",2,522,"Y",202,151,6,2009,"WD","Normal",236500
"930",930,60,"RL",13006,"IR1","Corner","Gilbert","Norm","1Fam","2Story",7,5,1997,1997,"Gable","HdBoard","HdBoard","BrkFace",285,"TA","TA","PConc","Gd","No","Unf",0,964,964,"Gd","Y","SBrkr",993,1243,2236,0,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",2,642,"Y",0,0,11,2006,"WD","Normal",222000
"931",931,20,"RL",8925,"IR1","Inside","Timber","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","GLQ",16,1450,1466,"Ex","Y","SBrkr",1466,0,1466,0,0,2,0,3,"Gd",7,0,"Attchd","Fin",3,610,"Y",100,18,7,2009,"WD","Normal",201000
"932",932,20,"RL",9100,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,6,1965,1965,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","BLQ",338,121,925,"Ex","Y","SBrkr",925,0,925,0,1,1,0,2,"TA",5,0,"Detchd","Unf",1,429,"Y",0,0,7,2009,"WD","Normal",117500
"933",933,20,"RL",11670,"IR1","Corner","Somerst","RRNn","1Fam","1Story",9,5,2006,2006,"Hip","VinylSd","ImStucc","Stone",302,"Ex","TA","PConc","Ex","No","Unf",0,1905,1905,"Ex","Y","SBrkr",1905,0,1905,0,0,2,0,3,"Ex",8,1,"Attchd","Fin",3,788,"Y",0,191,3,2007,"WD","Normal",320000
"934",934,20,"RL",8487,"Reg","FR2","CollgCr","Norm","1Fam","1Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",210,"Gd","TA","PConc","Gd","Av","GLQ",20,1480,1500,"Ex","Y","SBrkr",1500,0,1500,0,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,570,"Y",192,36,8,2009,"WD","Normal",190000
"935",935,20,"RL",27650,"IR2","Inside","NAmes","PosA","1Fam","1Story",7,7,1960,2007,"Flat","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","Gd","GLQ",425,160,585,"Ex","Y","SBrkr",2069,0,2069,1,0,2,0,4,"Gd",9,1,"Attchd","RFn",2,505,"Y",0,0,11,2008,"WD","Normal",242000
"936",936,30,"RL",5825,"IR1","Inside","BrkSide","Norm","1Fam","1Story",4,5,1926,1953,"Gable","MetalSd","MetalSd","BrkFace",108,"TA","Gd","PConc","Fa","Mn","Unf",0,600,600,"Gd","Y","SBrkr",747,0,747,0,0,1,0,1,"TA",5,0,"Detchd","Unf",2,528,"Y",0,0,6,2006,"WD","Normal",79900
"937",937,20,"RL",10083,"Reg","Inside","SawyerW","Norm","1Fam","1Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",833,343,1176,"Ex","Y","SBrkr",1200,0,1200,1,0,2,0,2,"Gd",5,0,"Attchd","RFn",2,555,"Y",0,41,8,2009,"WD","Normal",184900
"938",938,60,"RL",9675,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",341,772,1113,"Ex","Y","SBrkr",1113,858,1971,0,0,2,1,3,"Gd",8,1,"Attchd","RFn",2,689,"Y",0,48,2,2009,"WD","Normal",253000
"939",939,60,"RL",8760,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",464,927,1391,"Ex","Y","SBrkr",1391,571,1962,0,0,2,1,3,"Gd",7,0,"Attchd","RFn",3,868,"Y",0,90,8,2006,"New","Partial",239799
"940",940,70,"RL",24090,"Reg","Inside","ClearCr","Norm","1Fam","2Story",7,7,1940,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","Mn","Unf",0,1032,1032,"Ex","Y","SBrkr",1207,1196,2403,0,0,2,0,4,"TA",10,2,"Attchd","Unf",1,349,"Y",56,0,6,2010,"COD","Normal",244400
"941",941,90,"RL",12640,"IR1","Inside","Mitchel","Norm","Duplex","1Story",6,5,1976,1976,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","Gd","Rec",936,396,1728,"TA","Y","SBrkr",1728,0,1728,0,0,2,0,4,"TA",8,0,"Attchd","Unf",2,574,"Y",40,0,7,2006,"WD","Normal",150900
"942",942,60,"RL",8755,"IR1","FR2","Gilbert","RRNn","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",298,"Gd","TA","PConc","Gd","No","ALQ",772,220,992,"Ex","Y","SBrkr",1022,1038,2060,1,0,2,1,3,"Gd",8,1,"BuiltIn","RFn",2,390,"Y",0,0,6,2009,"WD","Normal",214000
"943",943,90,"RL",7711,"IR1","Inside","Edwards","Norm","Duplex","1Story",4,3,1977,1977,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","Gd","GLQ",1440,0,1440,"TA","Y","SBrkr",1440,0,1440,2,0,2,0,4,"TA",8,0,"Attchd","Unf",0,0,"N",321,0,8,2007,"Oth","Abnorml",150000
"944",944,90,"RL",25000,"Reg","Inside","Mitchel","Norm","Duplex","1Story",5,4,1967,1967,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","Av","Unf",0,1632,1632,"TA","Y","SBrkr",1632,0,1632,0,0,2,0,4,"TA",8,0,"Attchd","Unf",2,576,"P",0,0,6,2007,"WD","Normal",143000
"945",945,20,"RL",14375,"IR1","CulDSac","Timber","Norm","1Fam","SLvl",6,6,1958,1958,"Gable","HdBoard","HdBoard","BrkFace",541,"TA","TA","CBlock","TA","No","GLQ",111,354,819,"Gd","Y","FuseA",1344,0,1344,0,1,1,0,3,"Gd",7,1,"Basment","RFn",2,525,"Y",0,118,1,2009,"COD","Abnorml",137500
"946",946,50,"RM",8820,"Reg","Corner","OldTown","Norm","1Fam","1.5Fin",5,6,1890,1996,"Hip","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","No","LwQ",1088,0,1088,"TA","Y","SBrkr",1188,561,1869,0,0,1,0,2,"TA",7,0,"Detchd","Unf",2,456,"Y",48,0,9,2009,"WD","Normal",124900
"947",947,80,"RL",8163,"Reg","Inside","NAmes","Norm","1Fam","SLvl",5,6,1959,1959,"Gable","HdBoard","HdBoard","BrkFace",128,"TA","Gd","CBlock","TA","Av","ALQ",748,102,1144,"TA","Y","SBrkr",1144,0,1144,1,0,1,0,3,"TA",6,1,"Attchd","RFn",1,796,"Y",86,0,3,2006,"WD","Normal",143000
"948",948,20,"RL",14536,"Reg","Inside","Timber","Norm","1Fam","1Story",8,5,2002,2003,"Hip","VinylSd","VinylSd","BrkFace",236,"Gd","TA","PConc","Gd","Av","GLQ",1300,316,1616,"Ex","Y","SBrkr",1629,0,1629,1,0,2,0,3,"Gd",9,1,"Attchd","Fin",3,808,"Y",0,252,11,2007,"WD","Normal",270000
"949",949,60,"RL",14006,"IR1","Inside","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",144,"Gd","TA","PConc","Gd","No","Unf",0,936,936,"Ex","Y","SBrkr",936,840,1776,0,0,2,1,3,"Gd",7,1,"Attchd","RFn",2,474,"Y",144,96,2,2006,"WD","Normal",192500
"950",950,20,"RL",9360,"Reg","Inside","NWAmes","Norm","1Fam","1Story",6,7,1972,2006,"Hip","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","No","ALQ",982,179,1161,"TA","Y","SBrkr",1381,0,1381,1,0,1,1,3,"Gd",5,1,"Attchd","RFn",2,676,"Y",0,0,3,2010,"WD","Normal",197500
"951",951,20,"RL",7200,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,8,1950,2002,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","ALQ",398,317,864,"Gd","Y","SBrkr",864,0,864,1,0,1,0,3,"Gd",5,0,"Detchd","RFn",2,720,"Y",194,0,7,2007,"WD","Normal",129000
"952",952,20,"RH",7800,"Reg","Corner","SawyerW","Norm","1Fam","1Story",5,5,1965,1965,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","BLQ",641,187,828,"Gd","Y","SBrkr",965,0,965,1,0,1,0,3,"TA",6,0,"Detchd","Unf",1,300,"Y",421,0,7,2006,"WD","Abnorml",119900
"953",953,85,"RL",7200,"Reg","Inside","CollgCr","Norm","1Fam","SFoyer",5,8,1972,2003,"Gable","WdShing","HdBoard","None",0,"TA","Gd","CBlock","Gd","Av","GLQ",660,108,768,"Gd","Y","SBrkr",768,0,768,0,1,1,0,2,"TA",5,0,"Detchd","Fin",1,396,"Y",192,0,4,2009,"WD","Normal",133900
"954",954,60,"RL",11075,"IR1","Inside","Mitchel","Norm","1Fam","2Story",5,4,1969,1969,"Gable","HdBoard","HdBoard","BrkFace",232,"TA","TA","CBlock","TA","Av","ALQ",562,29,784,"Ex","Y","SBrkr",1168,800,1968,0,1,2,1,4,"TA",7,1,"Attchd","RFn",2,530,"Y",305,189,9,2008,"WD","Normal",172000
"955",955,90,"RL",9400,"IR1","CulDSac","Edwards","Norm","Duplex","SFoyer",6,5,1975,1975,"Flat","WdShing","Plywood","BrkFace",250,"TA","TA","CBlock","Gd","Gd","GLQ",945,0,945,"TA","Y","SBrkr",980,0,980,0,2,2,0,4,"TA",4,0,"Attchd","Unf",0,0,"Y",0,0,10,2006,"WD","AdjLand",127500
"956",956,90,"RH",7136,"IR1","Inside","Crawfor","Norm","Duplex","2Story",6,6,1946,1950,"Gable","MetalSd","MetalSd","BrkFace",423,"TA","TA","CBlock","Gd","No","Rec",484,495,979,"TA","N","FuseF",979,979,1958,0,0,2,0,4,"TA",8,0,"Attchd","Unf",2,492,"Y",0,0,8,2007,"WD","Normal",145000
"957",957,160,"RM",1300,"Reg","Inside","Blueste","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","No","ALQ",285,276,561,"TA","Y","SBrkr",561,668,1229,0,0,1,1,2,"TA",5,1,"Attchd","Fin",2,462,"Y",150,0,5,2009,"WD","Normal",124000
"958",958,20,"RL",7420,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1962,1962,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",417,640,1057,"TA","Y","SBrkr",1057,0,1057,0,0,1,0,3,"TA",6,0,"Detchd","Fin",2,576,"Y",0,0,4,2007,"WD","Normal",132000
"959",959,20,"RL",8450,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",699,638,1337,"Ex","Y","SBrkr",1337,0,1337,1,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,531,"Y",0,39,10,2007,"WD","Normal",185000
"960",960,160,"FV",2572,"Reg","FR2","Somerst","Norm","Twnhs","2Story",7,5,1999,1999,"Hip","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","No","ALQ",604,92,696,"Ex","Y","SBrkr",696,720,1416,1,0,2,1,3,"Gd",6,0,"Detchd","Unf",2,484,"Y",0,44,5,2010,"WD","Normal",155000
"961",961,20,"RL",7207,"IR1","Inside","BrkSide","Norm","1Fam","1Story",5,7,1958,2008,"Gable","Wd Sdng","Plywood","None",0,"TA","Gd","CBlock","TA","Gd","BLQ",696,162,858,"Gd","Y","SBrkr",858,0,858,1,0,1,0,2,"TA",4,0,"Attchd","Unf",0,0,"Y",117,0,2,2010,"WD","Normal",116500
"962",962,60,"RL",12227,"IR1","Corner","NWAmes","PosN","1Fam","2Story",6,7,1977,1995,"Gable","HdBoard","HdBoard","BrkFace",424,"TA","Gd","CBlock","Gd","No","ALQ",896,434,1330,"TA","Y","SBrkr",1542,1330,2872,1,0,2,1,4,"TA",11,1,"Attchd","Fin",2,619,"Y",550,282,7,2008,"WD","Normal",272000
"963",963,160,"RL",2308,"Reg","Corner","NPkVill","Norm","TwnhsE","2Story",6,6,1976,1976,"Gable","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","No","ALQ",556,248,804,"TA","Y","SBrkr",804,744,1548,1,0,2,1,3,"Gd",7,1,"Detchd","Unf",2,440,"Y",48,0,7,2007,"WD","Normal",155000
"964",964,20,"RL",11923,"IR1","Corner","CollgCr","Norm","1Fam","1Story",9,5,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","No","Unf",0,1800,1800,"Ex","Y","SBrkr",1800,0,1800,0,0,2,0,2,"Ex",7,0,"Attchd","Fin",2,702,"Y",288,136,5,2009,"WD","Normal",239000
"965",965,60,"RL",11316,"Reg","Corner","Timber","Norm","1Fam","2Story",7,5,2002,2003,"Gable","VinylSd","VinylSd","BrkFace",44,"Gd","TA","PConc","Gd","No","GLQ",624,193,817,"Ex","Y","SBrkr",824,1070,1894,1,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",2,510,"Y",0,40,2,2010,"WD","Normal",214900
